소재지지번주소,위도,경도
충청남도 아산시 배방읍 공수리319,36.769628,127.056846
충청남도 아산시 배방읍 구령리659,36.781236,127.040328
충청남도 아산시 배방읍 공수리176-35,36.77045004,127.0510341
충청남도 아산시 배방읍 북수리738-4,36.770278,127.066375
충청남도 아산시 배방읍 북수리1164,36.7708364,127.0669285
충청남도 아산시 배방읍 갈매리67,36.767331,127.080607
충청남도 아산시 배방읍 북수리1137,36.77200791,127.0668203
충청남도 아산시 선장면 군덕리418-21,36.789822,126.863625
충청남도 아산시 선장면 군덕리76-2,36.787607,126.863769
충청남도 아산시 선장면 군덕리377-12,36.788478,126.863086
충청남도 아산시 송악면 역촌리353-1,36.72111103,127.0037443
충청남도 아산시 송악면 송학리272-1,36.691202,126.989093
충청남도 아산시 송악면 역촌리53-15,,127.010532
충청남도 아산시 신창면 창암리34-11,36.759517,126.965045
충청남도 아산시 신창면 읍내리304,36.779095,126.932403
충청남도 아산시 신창면 읍내리703,36.7791266,126.9329495
충청남도 아산시 신창면 오목리307-11,36.80779262,126.9279797
충청남도 아산시 신창면 창암리34-3,36.760778,126.963906
충청남도 아산시 신창면 창암리158-1,36.761355,126.946261
충청남도 아산시 신창면 오목리269-2,36.799638,126.929215
충청남도 아산시 신창면 남성리119-2,36.78832647,126.9559898
충청남도 아산시 신창면 남성리121-5,36.787537,126.958091
충청남도 아산시 신창면 남성리119-5,36.787721,126.957441
충청남도 아산시 신창면 읍내리308-3,36.77980283,126.9336546
충청남도 아산시 신창면 읍내리253-4,,126.935274
충청남도 아산시 염치읍 송곡리244-18,36.800037,
충청남도 아산시 염치읍 79-31,36.800046,
충청남도 아산시 염치읍 중방리117-1,36.820409,126.952582
충청남도 아산시 염치읍 송곡리 53-4,36.808515,127.018639
충청남도 아산시 염치읍 염성리178,36.80805483,126.9875917
충청남도 아산시 영인면 신봉리742-1,36.893605,
충청남도 아산시 영인면 신운리765,36.869116,126.958338
충청남도 아산시 영인면 아산리 35-6,36.85421679,126.9593385
충청남도 아산시 영인면 백석포리130-6,36.889653,126.944118
충청남도 아산시 영인면 아산리229-1,36.857142,126.950099
충청남도 아산시 영인면 아산리432-6,36.85591318,126.9533524
충청남도 아산시 영인면 아산리414-2,36.85404079,126.9524818
충청남도 아산시 온천동 30-164,36.78926715,127.0053273
충청남도 아산시 온천동 278-14,36.785458,
충청남도 아산시 온천동 306-33,36.78275855,127.0099956
충청남도 아산시 온천동 307-1,36.78322724,127.0085757
충청남도 아산시 온천동 261,36.78350453,126.9948859
충청남도 아산시 온천동 14-6,36.78593311,126.9972748
충청남도 아산시 온천동 103-1,36.78437418,127.0029968
충청남도 아산시 온천동 16-23,36.78501626,126.999972
충청남도 아산시 온천동 1862,36.78821966,127.0040557
충청남도 아산시 온천동 225-14,36.783897,127.000001
충청남도 아산시 온천동 227-21,36.78438548,126.9995687
충청남도 아산시 온천동 146-77,,127.003576
충청남도 아산시 온천동 265,36.782846,126.996658
충청남도 아산시 온천동 301-6,36.78193423,127.0072033
충청남도 아산시 권곡동 547-33,36.785798,127.009912
충청남도 아산시 권곡동 537-6,36.78764247,127.0113406
충청남도 아산시 모종동 556-4,36.7858241,127.0147349
충청남도 아산시 권곡동 537-6,36.78764698,127.0113462
충청남도 아산시 권곡동 543-16,36.78633608,127.0086041
충청남도 아산시 모종동 568-6,36.783182,127.016738
충청남도 아산시 권곡동 374-2,36.7926482,127.0109352
충청남도 아산시 권곡동 375-14,36.792681,
충청남도 아산시 권곡동 212-7,36.790129,127.013068
충청남도 아산시 권곡동 532-12,36.788478,127.013287
충청남도 아산시 권곡동 201-1,36.79061807,127.0144137
충청남도 아산시 모종동 427-11,36.780195,127.018228
충청남도 아산시 권곡동 409-87,36.791059,
충청남도 아산시 모종동 361-17,36.78744999,127.0190737
충청남도 아산시 권곡동 166-8,,127.018401
충청남도 아산시 권곡동 201-1,36.79062032,127.0144193
충청남도 아산시 권곡동 526-8,36.78895607,127.0086436
충청남도 아산시 모종동 574-1,36.78305322,127.0143366
충청남도 아산시 모종동 113-10,36.78048051,127.0273338
충청남도 아산시 권곡동 526-4,36.78945838,127.0094783
충청남도 아산시 권곡동 611,36.790326,127.012419
충청남도 아산시 권곡동 536-28,36.78756588,127.0113154
충청남도 아산시 배미동 119,36.79442899,126.9694792
충청남도 아산시 실옥동 225,36.79016108,126.9886058
충청남도 아산시 실옥동 345-64,36.79611635,126.980235
충청남도 아산시 방축동 151-27,36.787562,126.986437
충청남도 아산시 실옥동 183-133,36.788267,126.991861
충청남도 아산시 실옥동 158-77,36.788705,126.992423
충청남도 아산시 배미동 174-14,36.789046,126.965475
충청남도 아산시 용화동 15-2,36.777536,127.011279
충청남도 아산시 용화동 42-69,36.77475242,127.0055784
충청남도 아산시 용화동 941,,126.996369
충청남도 아산시 용화동 697,36.774119,126.995482
충청남도 아산시 용화동 39-9,36.77437402,127.0038757
충청남도 아산시 용화동 1258,36.77510371,127.0080987
충청남도 아산시 용화동 44-1,36.77416653,127.0083451
충청남도 아산시 용화동 711,36.77399557,126.9967516
충청남도 아산시 용화동 1248,36.774518,127.009212
충청남도 아산시 용화동 297-6,36.77738374,126.9959225
충청남도 아산시 용화동 665,36.77544186,126.9968467
충청남도 아산시 풍기동 214-28,36.77666222,127.0129269
충청남도 아산시 풍기동 447,36.77362461,127.0191991
충청남도 아산시 좌부동 187-5,36.75825951,127.0248172
충청남도 아산시 풍기동 214-62,,127.016555
충청남도 아산시 풍기동 441,36.773792,127.019986
충청남도 아산시 풍기동 243-9,36.773664,127.016115
충청남도 아산시 읍내동 151-6,36.76099995,127.0191511
충청남도 아산시 읍내동 285-4,36.76085602,127.0175608
충청남도 아산시 풍기동 229-80,36.775638,127.016287
충청남도 아산시 음봉면 소동리258-2,36.8655892,127.0455544
충청남도 아산시 음봉면 동암리271-1,36.84175771,127.0681198
충청남도 아산시 음봉면 쌍룡리 59-2,36.879898,127.075156
충청남도 아산시 음봉면 쌍룡리130-10,36.879094,127.073894
충청남도 아산시 음봉면 월랑리357-1,36.855951,127.077386
충청남도 아산시 음봉면 월랑리558,36.857307,
충청남도 아산시 음봉면 삼거리283-2,36.848326,127.011097
충청남도 아산시 인주면 냉정리106,36.857598,126.903799
충청남도 아산시 인주면 금성리83,36.84422107,126.8793402
충청남도 아산시 인주면 신성리220,36.87662311,126.896742
충청남도 아산시 인주면 신성리230-2,36.875474,126.894431
충청남도 아산시 인주면 냉정리산 67-1,,126.908538
충청남도 아산시 인주면 냉정리193-8,36.859142,126.914207
충청남도 아산시 인주면 냉정리232-1,36.855281,
충청남도 아산시 인주면 냉정리354-1,36.858257,126.907422
충청남도 아산시 인주면 문방리99-16,36.865182,
충청남도 아산시 인주면 관암리418-18,36.861185,126.881981
충청남도 아산시 인주면 대음리197-3,36.844841,126.859204
충청남도 아산시 탕정면 명암리650,36.80312275,127.0595469
충청남도 아산시 탕정면 갈산리 263,36.78974736,127.0798264
충청남도 아산시 탕정면 명암리928-2,36.797683,
충청남도 아산시 탕정면 동산리477-4,36.819611,127.084024
충청남도 아산시 탕정면 동산리 93-1,36.822437,127.085538
충청남도 아산시 탕정면 동산리475-1,36.82131081,127.0834571
충청남도 아산시 탕정면 명암리831,36.797742,
충청남도 아산시 탕정면 갈산리530-1,36.801205,127.066918
충청남도 아산시 탕정면 갈산리526-5,36.801995,
충청남도 아산시 도고면 석당리213-2,36.74729612,126.9207663
충청남도 아산시 도고면 화천리193-1,36.72159645,126.9212852
충청남도 아산시 둔포면 둔포리255-2,36.930183,127.039609
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 둔포면 둔포리383-1,36.926176,127.038734
충청남도 아산시 둔포면 둔포리382-10,36.92603303,127.0379583
충청남도 아산시 둔포면 석곡리1813,36.923345,127.051417
충청남도 아산시 둔포면 둔포리289,36.927006,
충청남도 아산시 둔포면 둔포리413-11,36.92799942,127.0387225
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 둔포면 석곡리158-9,36.920312,127.061402
충청남도 아산시 배방읍 갈매리 11-27,36.768465,127.085949
충청남도 아산시 배방읍 세교리975,,127.082692
충청남도 아산시 배방읍 세교리 1232,,127.101333
충청남도 아산시 배방읍 세교리 486-7,36.773554,127.100163
충청남도 아산시 배방읍 세교리 594,36.77303061,127.096457
충청남도 아산시 배방읍 수철리 165-3,36.722025,127.063416
충청남도 아산시 배방읍 수철리251,36.72395403,127.0614782
충청남도 아산시 배방읍 신흥리 68,36.758134,127.036792
충청남도 아산시 배방읍 장재리1213,36.792851,127.091944
충청남도 아산시 배방읍 장재리 1633,36.7861089,127.1008678
충청남도 아산시 배방읍 장재리1197,36.796796,127.091787
충청남도 아산시 배방읍 장재리1197,36.796796,127.091787
충청남도 아산시 배방읍 장재리 1197,36.797677,127.092493
충청남도 아산시 배방읍 장재리1197,36.797677,127.092493
충청남도 아산시 배방읍 장재리1197,36.797682,127.094476
충청남도 아산시 배방읍 장재리1197,36.797682,127.094476
충청남도 아산시 배방읍 공수리92-22,36.776272,127.059705
충청남도 아산시 배방읍 북수리1454,36.77432865,127.0738288
충청남도 아산시 배방읍 세교리93,36.75943253,127.1072417
충청남도 아산시 배방읍 세교리 96-1,36.75927756,127.1092013
충청남도 아산시 배방읍 세교리205,36.76652033,127.1066775
충청남도 아산시 배방읍 장재리 1601,36.785331,127.099157
충청남도 아산시 배방읍 북수리723-10,36.770272,127.064727
충청남도 아산시 배방읍 구령리 131,,127.042995
충청남도 아산시 배방읍 공수리642,36.771812,127.054832
충청남도 아산시 배방읍 북수리1225,36.77115429,127.0703983
충청남도 아산시 배방읍 신흥리 404-23,36.747226,127.046107
충청남도 아산시 배방읍 북수리 628-6,36.776031,127.068346
충청남도 아산시 배방읍 북수리 49-6,36.771349,127.081504
충청남도 아산시 배방읍 북수리1484,36.775185,127.074446
충청남도 아산시 선장면 가산리895-1,36.823986,126.862782
충청남도 아산시 선장면 대흥리304-50,36.803816,126.867164
충청남도 아산시 선장면 채신언리61-15,36.813962,126.871035
충청남도 아산시 선장면 신성리427-20,36.764578,126.884596
충청남도 아산시 신창면 궁화리210-3,,126.912242
충청남도 아산시 신창면 남성리188-1,36.79073649,126.9547448
충청남도 아산시 신창면 행목리179-6,36.77872641,126.9597144
충청남도 아산시 신창면 읍내리474-5,36.77654499,126.9331029
충청남도 아산시 신창면 읍내리652-1,36.77330671,126.9313219
충청남도 아산시 신창면 수장리228-8,36.803929,126.964694
충청남도 아산시 신창면 수장리251-1,36.80373563,126.9629594
충청남도 아산시 신창면 읍내리296,36.777268,126.932622
충청남도 아산시 신창면 행목리183-1,36.777538,126.957199
충청남도 아산시 신창면 행목리213-7,36.782111,126.960462
충청남도 아산시 신창면 읍내북길19-14,36.778278,126.931608
충청남도 아산시 염치읍 강청리154-1,36.823274,126.937572
충청남도 아산시 염치읍 산양리131-5,36.827064,126.924355
충청남도 아산시 염치읍 서원리190-13,36.82485431,126.9534133
충청남도 아산시 염치읍 염성리266-1,36.815862,126.972573
충청남도 아산시 영인면 백석포리458-10,36.889781,126.938967
충청남도 아산시 영인면 아산리227-6,36.856651,126.952983
충청남도 아산시 영인면 아산리444-3,36.855875,
충청남도 아산시 영인면 월선리 54-2,36.87644131,126.9361481
충청남도 아산시 영인면 상성리 52-3,36.857559,126.948657
충청남도 아산시 온천동 1873,,127.003848
충청남도 아산시 온천동 299-19,36.78435602,127.0063549
충청남도 아산시 온천동 36-35,36.78530453,127.0046493
충청남도 아산시 온천동 1873,,127.003848
충청남도 아산시 온천동 266-140,36.781099,126.996565
충청남도 아산시 온천동 56-10,36.780877,127.003434
충청남도 아산시 온천동 162-7,36.7773973,126.9975692
충청남도 아산시 온천동 127-2,36.77930747,127.0072478
충청남도 아산시 온천동 161-19,36.77774425,126.9985998
충청남도 아산시 온천동 188-3,36.778867,127.000163
충청남도 아산시 온천동 735,36.77723061,127.0014646
충청남도 아산시 권곡동 525-11,36.78951705,127.0081367
충청남도 아산시 권곡동 419-3,36.79129667,127.0093021
충청남도 아산시 모종동 432-9,36.779749,127.020339
충청남도 아산시 모종동 417,36.782619,127.020595
충청남도 아산시 모종동 449-1,36.778095,127.022573
충청남도 아산시 권곡동 448,36.794835,127.004255
충청남도 아산시 모종동 361-26,36.787851,127.017523
충청남도 아산시 신동 207-1,36.77889013,127.0355304
충청남도 아산시 방축동 311-3,36.779254,126.982364
충청남도 아산시 득산동 46-7,36.778313,126.975067
충청남도 아산시 실옥동 179-2,36.78931648,126.990855
충청남도 아산시 방축동 341,36.77852666,126.9807744
충청남도 아산시 방축동 129-3,36.782538,126.991524
충청남도 아산시 배미동 82-1,36.79406047,126.9733953
충청남도 아산시 실옥동 20-52,,126.995577
충청남도 아산시 실옥동 156-59,36.79003085,126.9948631
충청남도 아산시 권곡동 409-11,36.790624,127.010871
충청남도 아산시 용화동 41-47,36.77560629,127.003915
충청남도 아산시 용화동 437-9,36.77001253,126.9940916
충청남도 아산시 용화동 1055,36.77599586,127.0074827
충청남도 아산시 용화동 1061,36.775457,127.006218
충청남도 아산시 용화동 1143,36.775651,127.010921
충청남도 아산시 용화동 1248,36.774395,127.009604
충청남도 아산시 용화동 1287,36.77290963,127.0057238
충청남도 아산시 용화동 1345,36.77211226,127.0022906
충청남도 아산시 탕정면호산리425-1,36.8103134,127.0757685
충청남도 아산시 음봉면쌍암리74-1,36.873408,127.079688
충청남도 아산시 음봉면쌍암리68-3,36.872686,127.083647
충청남도 아산시 염치읍염성리45-1,36.81507627,126.9837269
충청남도 아산시 염치읍백암리125-1,36.80616014,127.0353665
충청남도 아산시 인주면밀두리173-3,36.87043667,126.8864433
충청남도 아산시 인주면해안리267-5,,126.886414
충청남도 아산시 인주면해암리178-7,36.828137,126.896971
충청남도 아산시 인주면문방리375-8,36.863936,126.870115
충청남도 아산시 인주면문방리414-5,36.856234,126.858313
충청남도 아산시 인주면대음리245-3,36.85093469,126.8554468
충청남도 아산시 인주면대음리245-4,36.850913,126.855425
충청남도 아산시 둔포면 신왕리32-9,36.92386405,127.0850389
충청남도 아산시 둔포면 운용리334-1,36.931645,127.057199
충청남도 아산시 둔포면봉재리207-5,36.88196022,127.0384412
충청남도 아산시 둔포면봉재리253,36.881975,127.038445
충청남도 아산시 둔포면 석곡리313,36.90987812,127.0563307
충청남도 아산시 용화동 1496,36.771004,127.008298
충청남도 아산시 용화동 1554,36.77310761,127.0098067
충청남도 아산시 용화동 362-2,36.77479976,126.9950321
충청남도 아산시 용화동 722,36.77283312,126.9963708
충청남도 아산시 초사동 691,36.740941,126.970694
충청남도 아산시 용화동 1634,36.775447,127.010289
충청남도 아산시 초사동 132-4,36.75207783,126.9751959
충청남도 아산시 용화동 14-22,36.77521594,127.012781
충청남도 아산시 용화동 598,36.77478408,126.9987958
충청남도 아산시 온천동 584,36.77744238,126.9993335
충청남도 아산시 용화동 295-67,36.77915896,126.9967066
충청남도 아산시 용화동 1603,36.77340031,127.0115821
충청남도 아산시 용화동 1559,36.77240465,127.0108035
충청남도 아산시 용화동 726,36.77201759,126.9957548
충청남도 아산시 풍기동 159-3,36.77448781,127.028519
충청남도 아산시 풍기동 214-9,36.77648177,127.0148031
충청남도 아산시 풍기동 173-4,36.774526,127.027526
충청남도 아산시 풍기동 7-2,36.77458208,127.0299304
충청남도 아산시 풍기동 206-36,36.778142,
충청남도 아산시 읍내동 299-2,36.759166,127.016045
충청남도 아산시 음봉면 산동리388-2,,127.096046
충청남도 아산시 음봉면 월랑리558,36.845713,127.068081
충청남도 아산시 음봉면 산정리 57-1,36.850292,127.007822
충청남도 아산시 음봉면 동천리153-11,36.839752,
충청남도 아산시 음봉면 월랑리산 42-3,36.843325,127.068791
충청남도 아산시 음봉면 덕지리296-1,36.83317805,127.0700627
충청남도 아산시 음봉면 신휴리 99-6,,127.069445
충청남도 아산시 음봉면 신정리118-1,36.870119,127.026069
충청남도 아산시 음봉면 쌍룡리376-6,36.871309,127.061304
충청남도 아산시 월랑리 550-1,,127.073802
충청남도 아산시 인주면 모종동 338-3,36.887816,126.932204
충청남도 아산시 인주면 해암리284-13,36.832101,126.884053
충청남도 아산시 인주면 걸매리170-168,36.88074513,126.8863046
충청남도 아산시 탕정면 갈산리559-1,36.799868,127.064971
충청남도 아산시 탕정면 동산리304-17,36.82730245,127.0743897
충청남도 아산시 탕정면 호산리489-10,36.809523,127.076717
충청남도 아산시 탕정면 갈산리549-3,36.801134,127.065053
충청남도 아산시 도고면 신언리100-4,36.756635,126.867787
충청남도 아산시 도고면 석당리477,36.750583,126.924889
충청남도 아산시 도고면 신언리 139-20,36.75958118,126.8680636
충청남도 아산시 도고면 신언리382-6,36.764844,126.866051
충청남도 아산시 도고면 신언리178-3,36.76252697,126.8672858
충청남도 아산시 기곡리294-8,36.762994,126.886543
충청남도 아산시 둔포면 둔포리254-2,36.929275,127.040823
충청남도 아산시 둔포면 둔포리269-16,36.92751839,127.0422213
충청남도 아산시 둔포면 봉재리294-20,36.889801,127.031517
충청남도 아산시 둔포면 신남리 91-4,36.92732088,127.0018968
충청남도 아산시 둔포면 석곡리1808,36.92346311,127.0542139
충청남도 아산시 둔포면 석곡리1783,36.925309,127.052372
충청남도 아산시 둔포면 석곡리1769,36.923884,127.050983
충청남도 아산시 배방읍 공수리282-6,36.772276,127.058942
충청남도 아산시 배방읍 공수리288-17,36.771237,127.060397
충청남도 아산시 배방읍 화룡리 60-1,36.752887,
충청남도 아산시 배방읍 공수리453-1,36.760502,127.054646
충청남도 아산시 배방읍 공수리77-9,36.7767567,127.0584287
충청남도 아산시 배방읍 공수리1713,36.772222,127.050708
충청남도 아산시 배방읍 구령리128-11,36.779194,127.051597
충청남도 아산시 배방읍 북수리948,36.77077193,127.0653631
충청남도 아산시 배방읍 구령리204-1,36.777424,127.051664
충청남도 아산시 배방읍 세교리800-9,36.762509,127.092177
충청남도 아산시 배방읍 북수리1376,36.772271,127.071976
충청남도 아산시 선장면 가산리565-1,36.828833,126.859472
충청남도 아산시 선장면 신성리185-6,,126.893543
충청남도 아산시 신창면 가덕리519-3,36.811184,126.908447
충청남도 아산시 신창면 남성리177-22,36.790264,
충청남도 아산시 염치읍 백암리346-5,36.80730159,127.0297022
충청남도 아산시 염치읍 백암리164-2,36.800086,127.033748
충청남도 아산시 염치읍 백암리312-13,36.80216038,127.0311233
충청남도 아산시 염치읍 송곡리 64-1,36.805544,127.021694
충청남도 아산시 영인면 신화리489-1,36.894713,126.962401
충청남도 아산시 온천동 1800,36.78654354,127.0051815
충청남도 아산시 온천동 303-10,36.78362832,127.0072202
충청남도 아산시 온천동 768,36.77841328,127.0035847
충청남도 아산시 온천동 149-46,36.77926261,127.0026045
충청남도 아산시 권곡동 154-2,36.796047,127.012576
충청남도 아산시 모종동 448,36.785722,127.024807
충청남도 아산시 모종동 228,36.784386,127.022238
충청남도 아산시 모종동 339,36.785446,
충청남도 아산시 모종동 448,36.785546,127.021672
충청남도 아산시 점양동 95-1,36.766595,126.970968
충청남도 아산시 실옥동 156-2,,126.993087
충청남도 아산시 용화동 260-7,36.77648259,126.9951104
충청남도 아산시 용화동 342-2,36.77563098,126.9938139
충청남도 아산시 용화동 27-18,36.779496,127.008933
충청남도 아산시 용화동 1644-1,36.771697,127.011504
충청남도 아산시 장존동 199-1,36.749045,127.003759
충청남도 아산시 음봉면 덕지리390-13,36.837761,127.074974
충청남도 아산시 음봉면 원남리340,36.864768,127.026884
충청남도 아산시 월랑리 195-2,36.843809,127.078329
충청남도 아산시 음봉면 산동리423-13,36.829024,127.096058
충청남도 아산시 탕정면 명암리304-1,,127.057667
충청남도 아산시 탕정면 호산2리326,36.814595,
충청남도 아산시 탕정면 갈산리 62-1,36.803825,127.071625
충청남도 아산시 탕정면 용두리492-9,36.798891,127.048098
충청남도 아산시 탕정면 용두리420-4,36.804789,127.047457
충청남도 아산시 탕정면 용두리588-8,36.7983815,127.0476603
충청남도 아산시 탕정면 명암리318-1,36.822729,127.058918
충청남도 아산시 탕정면 명암리854,36.8015079,127.0631594
충청남도 아산시 탕정면 호산리524-2,36.80818371,127.0734831
충청남도 아산시 탕정면 호산1리474-4,36.809242,127.074793
충청남도 아산시 도고면 신언리 474-13,36.75410595,126.8652258
충청남도 아산시 도고면 오암리333-5,36.72075127,126.9241796
충청남도 아산시 둔포면 산전리298-1,36.897447,127.040874
충청남도 아산시 둔포면 석곡리369,36.912041,127.056174
충청남도 아산시 둔포면 송용리100-8,36.92680889,127.0349479
충청남도 아산시 둔포면 신왕리235,36.924381,127.084621
충청남도 아산시 둔포면 둔포리437-15,36.929154,127.034048
충청남도 아산시 둔포면 관대리229,36.904443,127.033713
충청남도 아산시 둔포면 운용리128-1,36.93004787,127.0783927
충청남도 아산시 둔포면 운교리 183-1,36.91214346,127.0481574
충청남도 아산시 배방읍 구령리519-5,36.77953949,127.0523256
충청남도 아산시 배방읍 세출리213-6,36.73998571,127.0758729
충청남도 아산시 배방읍 세교리992-6,36.780855,127.091133
충청남도 아산시 배방읍 휴대리 6-4,36.774843,127.119307
충청남도 아산시 배방읍 공수리 43-2,,127.063331
충청남도 아산시 배방읍 공수리16-37,36.776622,127.062669
충청남도 아산시 배방읍 휴대리427-2,36.78368691,127.108813
충청남도 아산시 배방읍 휴대리427-2,36.78283969,127.1090023
충청남도 아산시 배방읍 휴대리427-2,36.78187633,127.1030076
충청남도 아산시 선장면 군덕리429-2,36.7698594,126.8610091
충청남도 아산시 선장면 군덕리429-14,36.78970919,126.8595945
충청남도 아산시 송악면 강당리129-1,36.718194,
충청남도 아산시 송악면 유곡리123,36.704092,126.979168
충청남도 아산시 신창면 오목리658,36.812871,126.926002
충청남도 아산시 신창면 남성리 70-4,36.79389247,126.9605944
충청남도 아산시 신창면 오목리300-8,36.80627648,126.9317716
충청남도 아산시 신창면 읍내리517,36.774051,126.939026
충청남도 아산시 신창면 읍내리615-7,36.766815,126.939761
충청남도 아산시 신창면 남성리473-2,36.79695351,126.947629
충청남도 아산시 신창면 가덕리368-7,36.81155421,126.9136285
충청남도 아산시 신창면 남성리473-2,36.79645332,126.9474724
충청남도 아산시 신창면 오목리539-4,36.799447,126.927691
충청남도 아산시 신창면 남성리423-2,36.796712,126.946076
충청남도 아산시 신창면 읍내리280-7,,126.934827
충청남도 아산시 신창면 읍내리703,36.77809571,126.934541
충청남도 아산시 신창면 읍내리291-3,36.7845199,126.9331744
충청남도 아산시 신창면 읍내리468-6,,126.932688
충청남도 아산시 염치읍 대동리104-3,36.81229446,127.0422504
충청남도 아산시 염치읍 방현리453-2,36.808517,127.007799
충청남도 아산시 염치읍 백암리189-14,,127.034185
충청남도 아산시 염치읍 석두리101-4,36.812925,126.993759
충청남도 아산시 영인면 아산리323-7,36.863321,126.949885
충청남도 아산시 영인명 아산리674-2,36.857708,126.952015
충청남도 아산시 영인면 월선리623,36.873613,126.939466
충청남도 아산시 영인면 월선리287-2,36.878749,126.920592
충청남도 아산시 온천동 1909-1,36.787445,127.000082
충청남도 아산시 온천동 261,36.78473682,126.9953284
충청남도 아산시 온천동 40-76,36.784634,127.002133
충청남도 아산시 온천동 206-23,36.78007812,126.9975243
충청남도 아산시 권곡동 605,36.787696,127.005364
충청남도 아산시 권곡동 536-38,,127.011318
충청남도 아산시 실옥동 183-7,36.785956,126.994911
충청남도 아산시 방축동 309,36.77911706,126.9817321
충청남도 아산시 방축동 418-3,36.776536,126.980091
충청남도 아산시 방축동 418-3,36.775676,126.980234
충청남도 아산시 방축동 418-3,36.775053,126.980967
충청남도 아산시 방축동 418-3,36.774036,126.981271
충청남도 아산시 방축동 418-3,36.774344,126.982162
충청남도 아산시 방축동 418-3,36.775189,126.981933
충청남도 아산시 방축동 418-3,36.776163,126.981083
충청남도 아산시 용화동 304-11,36.778133,126.996012
충청남도 아산시 용화동 산 6-119,36.768941,127.013417
충청남도 아산시 기산동 173,,126.965632
충청남도 아산시 용화동 666,36.774849,126.996524
충청남도 아산시 온천동 184-1,36.779709,127.001369
충청남도 아산시 풍기동 200번지,,127.019625
충청남도 아산시 좌부동 239-7,36.760457,127.024415
충청남도 아산시 송촌리 205-2,36.850269,127.045779
충청남도 아산시 음봉면 월랑리697,36.85730499,127.0775754
충청남도 아산시 음봉면 동암리 632-1,36.849596,127.051685
충청남도 아산시 음봉면 신수리251,36.85134539,126.9805908
충청남도 아산시 음봉면 월랑리 702,36.85728696,127.0775978
충청남도 아산시 음봉면 신수리388-9,36.846904,126.978069
충청남도 아산시 인주면 공세리282-7,36.880965,126.913578
충청남도 아산시 인주면 해암리128-3,36.829341,126.890696
충청남도 아산시 인주면 신성리492,36.877288,126.896685
충청남도 아산시 탕정면 용두리550,,127.048796
충청남도 아산시 탕정면 용두리555,36.796532,127.049693
충청남도 아산시 탕정면 용두리566-7,36.796714,
충청남도 아산시 탕정면 용두리578-5,36.795862,127.052133
충청남도 아산시 탕정면 용두리619-2,36.796725,
충청남도 아산시 탕정면 매곡리171-1,36.79572664,127.0857374
충청남도 아산시 방축동 5,36.77202519,126.9812213
충청남도 아산시 방축동 5,36.77210176,126.9810813
충청남도 아산시 방축동 5,36.77171418,126.9804121
충청남도 아산시 방축동 5,36.7718516,126.9804317
충청남도 아산시 방축동 5,36.77135414,126.9831312
충청남도 아산시 방축동 5,36.77276223,126.983775
충청남도 아산시 방축동 5,36.77257975,126.9837778
충청남도 아산시 방축동 5,36.77324638,126.9823607
충청남도 아산시 방축동 5,36.77347166,126.9823551
충청남도 아산시 방축동 5,36.77396278,126.9824838
충청남도 아산시 방축동 5,36.76485111,126.9748222
충청남도 아산시 방축동 5,36.76470461,126.9744975
충청남도 아산시 방축동 5,36.76469784,126.9744135
충청남도 아산시 방축동 5,36.76440947,126.9743799
충청남도 아산시 방축동 5,36.77262016,126.9827221
충청남도 아산시 방축동 5,36.7725886,126.9825821
충청남도 아산시 방축동 5,36.77217857,126.982431
충청남도 아산시 방축동 5,36.77251218,126.9838143
충청남도 아산시 방축동 5,36.76600243,126.975477
충청남도 아산시 방축동 5,36.77230687,126.9817365
충청남도 아산시 방축동 5,36.77236085,126.9812016
충청남도 아산시 방축동 5,36.77417431,126.9809519
충청남도 아산시 방축동 5,36.77344517,126.9864912
충청남도 아산시 방축동 5,36.77344742,126.986494
충청남도 아산시 배방읍 구령리346,36.78413977,127.0239294
충청남도 아산시 도고면 향산리428-1,36.79866352,127.0569438
충청남도 아산시 도고면 시전리581-77,36.743862,126.895218
충청남도 아산시 도고면 석당리467-5,36.736949,126.923821
충청남도 아산시 도고면 봉농리378-19,36.747216,
충청남도 아산시 도고면 기곡리332,36.776013,127.056887
충청남도 아산시 도고면 신언리469-56,36.781095,
충청남도 아산시 도고면 신유리456,36.77520533,127.0567893
충청남도 아산시 도고면 향산리226,,127.056849
충청남도 아산시 도고면 신유리427-21,36.742002,126.906703
충청남도 아산시 도고면 금산리 15-1,36.75033716,126.8778805
충청남도 아산시 도고면 신통리222-2,36.76685798,126.8981578
충청남도 아산시 도고면 농은리239-3,36.708549,126.921406
충청남도 아산시 둔포면 둔포리471-4,36.92942515,127.0394864
충청남도 아산시 둔포면 염작리202-14,36.919229,127.074197
충청남도 아산시 둔포면 석곡리 291-4,,
충청남도 아산시 둔포면 둔포리252-4,36.930406,127.040921
충청남도 아산시 둔포면 둔포리405-16,36.92875152,127.0396657
충청남도 아산시 둔포면 둔포리476-18,36.92974308,127.0385803
충청남도 아산시 배방읍 세출리422,36.74634228,127.0736313
